"incident_number","arrest_date","gender","race","age","charge","most_serious"
"15BU018772",2015-07-13 00:56:30,"Male - M","Black - B",17,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",NA
"15BU018772",2015-07-13 00:56:30,"Male - M","Black - B",17,"Lewd And Lascivious Conduct 13 VSA 2601 90Z",0
"15BU018772",2015-07-13 00:56:30,"Male - M","Black - B",17,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"15BU018803",2015-07-13 02:57:38,"Male - M","White - W",23,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"15BU018803",2015-07-13 02:57:38,"Male - M","White - W",23,"Resisting Arrest 13 VSA 3017 90Z",1
"15BU018803",2015-07-13 02:57:38,"Male - M","White - W",23,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"15BU018803",2015-07-13 10:15:00,"Female - F","White - W",26,"Impeding Public Officers 13 VSA 3001 90Z",1
"15BU018812",2015-07-13 07:03:49,"Male - M","White - W",59,"Excessive Speed 23 VSA 1097 90Z",1
"15BU018818",2015-07-13 10:02:26,NA,NA,NA,"Disorderly Conduct By Phone Or Electronic Communication 13 VSA 1027 90C",1
"15BU018851",2015-07-17 10:30:00,"Male - M","White - W",30,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"15BU018851",2015-07-17 10:30:00,"Male - M","White - W",30,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU018869",2015-07-13 19:13:56,"Female - F","White - W",30,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU018884",2015-07-13 21:34:49,"Male - M","White - W",50,"Simple Assault 13 VSA 1023 13B",1
"15BU018916",2015-07-14 06:33:00,"Female - F","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU018950",2015-07-14 15:08:00,"Male - M","White - W",31,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU018953",2015-07-14 15:40:21,"Female - F","White - W",22,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019022",2015-07-15 10:32:15,"Male - M","White - W",25,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"15BU019022",2015-07-15 10:32:15,"Male - M","White - W",25,"Drugs - Cocaine, Possession  Misdemeanor 18 VSA 4231(A)(1) 35A",0
"15BU019078",2015-07-15 21:58:00,"Male - M","White - W",48,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"15BU019104",2015-07-15 22:21:00,"Male - M","Black - B",40,"Aggravated Assault 13 VSA 1024 13A",1
"15BU019104",2015-07-15 22:21:00,"Male - M","Black - B",40,"Reckless Endangerment 13 VSA 1025 13C",0
"15BU019119",2015-07-16 01:57:37,"Male - M","White - W",19,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"15BU019145",2015-07-16 10:58:23,NA,NA,NA,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU019146",2015-07-16 13:14:42,NA,NA,NA,NA,1
"15BU019165",2015-07-16 15:00:00,"Male - M","White - W",48,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"15BU019165",2015-07-16 15:00:00,"Male - M","White - W",48,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"15BU019177",2015-07-16 16:56:40,"Male - M","Black - B",18,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019177",2015-07-16 16:56:40,"Male - M","Black - B",19,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019196",2015-07-16 19:17:00,"Male - M","White - W",35,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU019205",2015-07-16 20:08:00,"Female - F","White - W",24,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"15BU019216",2015-07-17 00:43:27,"Female - F","White - W",55,NA,1
"15BU019229",2016-01-06 06:22:00,"Male - M","White - W",23,"Sexual Assault 13 VSA 3252 11A",1
"15BU019270",2015-07-17 15:00:00,"Male - M","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU019278",2015-07-17 17:38:35,"Male - M","White - W",48,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"15BU019278",2015-08-05 14:04:00,"Male - M","White - W",54,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"15BU019281",2015-07-17 18:34:00,"Male - M","White - W",23,"Resisting Arrest 13 VSA 3017 90Z",1
"15BU019281",2015-07-17 18:34:00,"Male - M","White - W",23,"False Information To A Police Officer 13 VSA 1754 90Z",0
"15BU019334",2015-07-18 03:55:00,"Male - M","White - W",25,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"15BU019334",2015-07-18 03:55:00,"Male - M","White - W",25,"Simple Assault 13 VSA 1023 13B",0
"15BU019334",2015-07-18 03:55:00,"Male - M","White - W",25,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU019339",2015-07-18 02:40:00,"Male - M","Unknown - U",30,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU019341",2015-07-18 03:21:36,NA,NA,NA,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU019361",2015-07-18 12:40:32,"Male - M","White - W",53,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU019379",2015-07-18 16:02:01,"Male - M","White - W",32,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU019381",2015-07-18 16:30:00,"Male - M","White - W",33,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU019381",2015-07-18 16:30:00,"Male - M","White - W",33,"Resisting Arrest 13 VSA 3017 90Z",0
"15BU019389",2015-07-19 00:06:00,"Female - F","White - W",47,"Simple Assault 13 VSA 1023 13B",1
"15BU019389",2015-07-19 00:06:00,"Female - F","White - W",47,"Operation Without Consent 23 VSA 1094(A) 90Z",0
"15BU019394",2015-07-18 19:30:00,"Male - M","White - W",30,"Assault And Robbery 13 VSA 608 120",1
"15BU019394",2015-07-18 19:06:00,"Female - F","White - W",27,"Assault And Robbery 13 VSA 608 120",1
"15BU019419",2015-07-19 00:17:00,NA,NA,NA,"Aggravated Assault 13 VSA 1024 13A",1
"15BU019435",2015-07-19 02:17:52,"Female - F","White - W",27,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU019450",2015-07-20 23:24:00,"Male - M","Black - B",40,"Grand Larceny 13 VSA 2501 23H",1
"15BU019459",2015-07-19 10:06:48,"Female - F","White - W",19,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019479",2015-07-19 17:00:00,NA,NA,NA,"Sexual Assault 13 VSA 3252 11A",1
"15BU019488",2015-07-20 20:44:00,"Male - M","White - W",19,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"15BU019505",2015-07-19 21:37:00,"Male - M","White - W",25,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"15BU019507",2015-07-19 22:50:58,"Male - M","White - W",34,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"15BU019508",2015-07-19 22:00:00,"Male - M","White - W",46,"Resisting Arrest 13 VSA 3017 90Z",0
"15BU019508",2015-07-19 22:00:00,"Male - M","White - W",46,"Drugs - Manufacture Or Cultivation Of Regulated  Drug 18 VSA 4236 35A",0
"15BU019508",2015-07-19 22:00:00,"Male - M","White - W",46,"Inciting To Felony 13 VSA 7 90Z",1
"15BU019527",2015-07-20 05:51:18,"Male - M","White - W",46,"Inciting To Felony 13 VSA 7 90Z",1
"15BU019527",2015-07-20 05:51:18,"Male - M","White - W",46,NA,0
"15BU019528",2015-07-20 05:28:00,"Male - M","Black - B",24,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"15BU019578",2015-07-20 16:34:46,"Male - M","White - W",31,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU019582",2015-07-20 20:31:00,"Male - M","White - W",32,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU019589",2015-07-20 19:21:00,"Female - F","White - W",14,"Person under 16 years of age misrepresenting age or procuring or possessing alcoholic beverages; delinquency 7 VSA 657(a) 90G",1
"15BU019616",2015-07-21 03:02:24,"Female - F","White - W",21,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU019616",2015-07-21 03:02:24,"Female - F","White - W",21,"Simple Assault 13 VSA 1023 13B",1
"15BU019616",2015-07-21 03:02:24,"Female - F","White - W",21,"Simple Assault 13 VSA 1023 13B",NA
"15BU019620",2015-07-21 06:11:20,"Male - M","Black - B",32,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU019620",2015-07-21 06:11:20,"Male - M","Black - B",32,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"15BU019646",2015-07-24 13:45:00,"Male - M","White - W",24,"Forgery/Counterfeit 13 VSA 1801 250",1
"15BU019646",2015-07-24 13:45:00,"Male - M","White - W",24,"Identity Theft 13 VSA 2030 26F",0
"15BU019646",2015-07-24 13:45:00,"Male - M","White - W",24,"False Personation 13 VSA 2001 26A",0
"15BU019666",2015-07-21 18:07:39,"Male - M","White - W",54,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019668",2015-07-21 17:33:00,"Female - F","White - W",33,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU019676",2015-07-21 18:51:51,"Female - F","White - W",59,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019679",2015-07-21 19:53:56,"Male - M","White - W",20,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU019679",2015-07-21 19:53:56,"Female - F","White - W",39,"Simple Assault 13 VSA 1023 13B",1
"15BU019684",2015-07-21 21:03:28,NA,NA,NA,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU019692",2015-07-21 20:37:00,"Female - F","White - W",54,NA,1
"15BU019698",2015-07-21 22:20:44,"Male - M","White - W",39,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU019698",2015-07-22 21:57:38,"Male - M","White - W",43,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU019706",2015-07-31 08:30:00,"Male - M","White - W",33,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU019706",2015-07-31 08:30:00,"Male - M","White - W",33,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"15BU019741",2015-07-27 16:40:00,"Male - M","White - W",21,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019742",2015-07-22 15:23:47,"Female - F","White - W",31,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU019764",2015-07-22 15:56:00,"Male - M","White - W",31,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU019773",2015-07-22 18:32:36,"Female - F","White - W",77,"Stalking 13 VSA 1062 13C",1
"15BU019773",2015-07-22 18:32:36,"Female - F","White - W",77,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU019847",2015-07-23 17:21:56,"Male - M","White - W",34,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU019847",2015-07-23 17:21:56,"Male - M","White - W",34,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"15BU019854",2015-07-23 17:26:35,"Male - M","White - W",27,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU019865",2015-07-26 21:19:00,"Male - M","White - W",59,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"15BU019970",2015-07-24 19:27:00,"Male - M","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU019970",2015-07-24 19:27:00,"Male - M","White - W",28,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",0
"15BU019978",2015-07-24 20:40:00,"Male - M","White - W",28,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU019988",2015-07-25 00:02:29,"Male - M","White - W",22,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU019988",2015-07-25 00:02:29,"Male - M","White - W",22,"Hate Motivated Crime (Misdemeanor) 13 VSA 1455 90Z",0
"15BU019995",2015-07-25 00:01:24,"Male - M","White - W",31,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU020015",2015-07-25 00:52:00,"Male - M","White - W",21,"Negligent Operation 23 VSA 1091(A) 90Z",1
"15BU020015",2015-07-25 00:52:00,"Male - M","White - W",21,"Excessive Speed 23 VSA 1097 90Z",0
"15BU020062",2015-07-25 15:57:33,"Male - M","White - W",33,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU020080",2015-07-25 18:52:24,"Male - M","White - W",63,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020080",2015-07-25 18:52:24,"Male - M","White - W",48,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020150",2015-08-20 14:47:00,"Female - F","White - W",17,"Domestic Assault 13 VSA 1042 13B",1
"15BU020164",2015-07-26 21:19:00,"Male - M","White - W",59,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"15BU020170",2015-07-26 18:30:20,"Male - M","White - W",50,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020186",2015-07-26 21:46:04,"Female - F","White - W",27,"Identity Theft 13 VSA 2030 26F",1
"15BU020186",2015-07-26 21:46:04,"Female - F","White - W",27,"False Pretenses 13 VSA 2002 26A",0
"15BU020186",2015-07-26 21:46:04,"Female - F","White - W",27,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",0
"15BU020204",2015-07-27 01:06:00,"Male - M","White - W",22,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020250",2015-07-27 15:44:00,"Male - M","White - W",32,"Burglary 13 VSA 1201 220",1
"15BU020268",2015-07-27 18:08:18,"Male - M","White - W",49,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020289",2015-07-27 19:48:17,"Male - M","White - W",45,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020289",2015-07-27 19:51:44,"Male - M","White - W",18,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020296",2015-07-27 23:22:00,NA,NA,NA,"Aggravated Assault 13 VSA 1024 13A",1
"15BU020301",2015-07-27 22:04:41,"Male - M","White - W",36,"False Information To A Police Officer 13 VSA 1754 90Z",1
"15BU020301",2015-07-27 22:04:41,"Male - M","White - W",36,"Resisting Arrest 13 VSA 3017 90Z",0
"15BU020301",2015-07-27 22:04:41,"Male - M","White - W",39,"False Information To A Police Officer 13 VSA 1754 90Z",1
"15BU020311",2015-07-28 01:59:35,"Male - M","Asian - A",19,"Petit Larceny From Other Location 13 VSA 2502 23H",1
"15BU020312",2015-07-28 01:39:51,"Male - M","Black - B",31,NA,1
"15BU020314",2015-07-28 03:33:37,"Male - M","White - W",26,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor 18 VSA 4234(A)(1) 35A",1
"15BU020346",2015-07-28 16:10:06,"Male - M","Black - B",64,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020346",2015-07-28 16:10:06,"Male - M","White - W",41,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020397",2015-07-29 02:43:39,"Female - F","White - W",36,NA,1
"15BU020417",2015-07-29 11:20:00,"Male - M","White - W",47,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"15BU020419",2015-07-29 13:25:01,"Male - M","White - W",20,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"15BU020452",2015-07-30 00:36:17,"Male - M","White - W",41,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020463",2015-07-29 23:46:00,NA,NA,NA,"Unlawful Restraint - 2nd Degree 13 VSA 2406 100",1
"15BU020463",2015-07-29 23:46:00,NA,NA,NA,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"15BU020463",2015-07-29 23:46:00,NA,NA,NA,"Domestic Assault 13 VSA 1042 13B",0
"15BU020465",2015-07-30 02:35:52,"Male - M","White - W",30,NA,1
"15BU020504",2015-10-21 12:00:00,"Female - F","White - W",24,"Drugs - Heroin, Sale 200+ Milligrams 18 VSA 4233(A)(2) 35A",1
"15BU020548",2015-07-30 21:32:09,"Male - M","White - W",50,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020564",2015-07-31 00:40:11,NA,NA,NA,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU020568",2015-07-31 01:02:13,"Female - F","White - W",20,"Petit Larceny From Other Location 13 VSA 2502 23H",1
"15BU020568",2015-07-31 01:02:13,"Male - M","Pacific Is - A",23,"Petit Larceny From Other Location 13 VSA 2502 23H",1
"15BU020568",2015-07-31 01:02:13,"Male - M","White - W",22,"Petit Larceny From Other Location 13 VSA 2502 23H",1
"15BU020568",2015-07-31 01:02:13,"Female - F","White - W",20,"Petit Larceny From Other Location 13 VSA 2502 23H",1
"15BU020577",2015-08-14 07:25:00,"Female - F","White - W",37,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"15BU020606",2015-07-31 12:25:10,"Female - F","White - W",25,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020648",2015-07-31 19:25:39,"Female - F","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU020648",2015-07-31 19:25:39,"Female - F","White - W",24,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU020649",2015-07-31 19:24:00,"Male - M","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU020650",2015-07-31 21:57:00,"Male - M","White - W",20,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"15BU020700",2015-08-01 00:00:00,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"15BU020700",2015-08-01 00:00:00,NA,NA,NA,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU020716",2015-08-01 03:20:24,"Female - F","White - W",26,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU020738",2015-09-01 20:57:00,"Female - F","White - W",23,"Cruelty To Children By One Over 16 13 VSA 1304 90Z",1
"15BU020802",2015-08-01 20:59:00,"Male - M","White - W",57,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020824",2015-08-01 23:37:00,"Male - M","White - W",25,"Simple Assault 13 VSA 1023 13B",1
"15BU020824",2015-08-01 23:37:00,"Male - M","White - W",25,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU020824",2015-08-01 23:37:00,"Male - M","White - W",25,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"15BU020827",2015-08-02 00:01:57,"Male - M","White - W",25,NA,1
"15BU020839",2015-08-02 01:32:13,"Male - M","White - W",26,NA,1
"15BU020841",2015-08-06 23:37:00,"Female - F","White - W",24,"Assault And Robbery 13 VSA 608 120",1
"15BU020841",2015-08-06 23:37:00,"Female - F","White - W",24,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU020870",2015-08-02 13:51:51,"Male - M","White - W",55,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020879",2015-08-03 16:45:00,"Male - M","White - W",29,"Drugs - Heroin, Possession 200+ Milligrams 18 VSA 4233(A)(2) 35A",1
"15BU020906",2015-08-02 21:06:51,"Male - M","White - W",46,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"15BU020922",2015-08-03 03:58:22,"Male - M","Black - B",30,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"15BU020926",2015-08-03 02:45:00,"Male - M","White - W",55,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU020928",2015-08-03 04:30:31,"Male - M","White - W",45,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"15BU020928",2015-08-03 04:30:31,"Male - M","White - W",45,"Negligent Operation 23 VSA 1091(A) 90Z",0
"15BU020968",2015-08-03 15:54:22,"Male - M","White - W",20,"Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B",1
"15BU020968",2015-08-03 15:54:22,"Male - M","White - W",20,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU020992",2015-08-03 21:21:29,"Male - M","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU021003",2015-08-03 20:45:00,NA,NA,NA,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"15BU021003",2015-08-03 20:45:00,NA,NA,NA,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",0
"15BU021003",2015-08-03 20:45:00,NA,NA,NA,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",0
"15BU021006",2015-08-03 21:46:04,"Female - F","White - W",22,"Simple Assault 13 VSA 1023 13B",1
"15BU021013",2015-08-04 01:07:00,"Male - M","White - W",29,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU021013",2015-08-04 01:07:00,"Male - M","White - W",29,"Simple Assault 13 VSA 1023 13B",1
"15BU021013",2015-08-04 01:07:00,"Male - M","Pacific Is - A",23,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"15BU021013",2015-08-04 01:07:00,"Male - M","Pacific Is - A",23,"Simple Assault 13 VSA 1023 13B",1
"15BU021038",2015-08-04 09:35:00,"Female - F","White - W",24,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"15BU021058",2015-08-04 14:31:00,"Male - M","Black - B",32,"Fugitive From Justice (Arrest Prior To Requisition) 13 VSA 4953 90Z",1
"15BU021061",2015-08-04 13:16:00,"Female - F","White - W",20,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU021074",2015-08-04 17:22:00,"Male - M","White - W",33,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"15BU021087",2015-08-04 18:41:31,NA,NA,NA,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"15BU021102",2015-08-04 20:28:00,"Male - M","Asian - A",23,"Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B",1
"15BU021102",2015-08-04 20:28:00,"Male - M","Asian - A",23,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
